# accession|modality|organism|n_samples|files|topics|title|keywords|flags
# files: actual FTP filenames+sizes when available, or [GEO:types] as fallback
# flags: 'multiomics' if record also appears in search_index_multiomics.txt; empty otherwise
GSE173015|atac_seq|Mus musculus|2|GSE173015_ENCFF096XCM_conservative_IDR_thresholded_peaks_mm10.bigBed(3MB), GSE173015_ENCFF096YFF_pseudoreplicated_peaks_mm10.bed.gz(3MB), GSE173015_ENCFF121OFG_IDR_ranked_peaks_mm10.bed.gz(7MB), GSE173015_ENCFF134IJT_IDR_thresholded_peaks_mm10.bed.gz(2MB), GSE173015_ENCFF196ZGE_IDR_thresholded_peaks_mm10.bigBed(3MB), GSE173015_ENCFF233QAU_pseudoreplicated_peaks_mm10.bigBed(7MB), GSE173015_ENCFF243RSB_replicated_peaks_mm10.bed.gz(3MB), GSE173015_ENCFF627WLN_replicated_peaks_mm10.bigBed(7MB), GSE173015_ENCFF719MSL_signal_p-value_mm10.bigWig(863MB), GSE173015_ENCFF852YCU_IDR_ranked_peaks_mm10.bed.gz(7MB), GSE173015_ENCFF861XVW_conservative_IDR_thresholded_peaks_mm10.bed.gz(2MB), GSE173015_ENCFF869JSQ_fold_change_over_control_mm10.bigWig(1.1GB), GSE173015_RAW.tar(2.1GB)|neuroscience,development,epigenetics|ATAC-seq from neural tube (ENCSR217NOA)|embryonic e13 mouse usage terms conditions please refer http www genome gov/27528022 gov/Pages/Research/ENCODE/ENCODE_Data_Use_Policy_for_External_Users_03-07-14 pdf|
GSE173014|atac_seq|Homo sapiens|1|GSE173014_RAW.tar(1.6GB)|epigenetics|ATAC-seq from GM18517 (ENCSR442OAV)|usage terms conditions please refer http www genome gov/27528022 gov/Pages/Research/ENCODE/ENCODE_Data_Use_Policy_for_External_Users_03-07-14 pdf|
GSE173013|atac_seq|Homo sapiens|2|GSE173013_ENCFF230IEK_pseudoreplicated_peaks_GRCh38.bed.gz(3MB), GSE173013_ENCFF235HAJ_IDR_ranked_peaks_GRCh38.bed.gz(5MB), GSE173013_ENCFF257BSG_pseudoreplicated_peaks_GRCh38.bigBed(6MB), GSE173013_ENCFF366IJY_fold_change_over_control_GRCh38.bigWig(167MB), GSE173013_ENCFF444CWZ_IDR_ranked_peaks_GRCh38.bed.gz(5MB), GSE173013_ENCFF523ZSW_replicated_peaks_GRCh38.bigBed(6MB), GSE173013_ENCFF530VXX_signal_p-value_GRCh38.bigWig(205MB), GSE173013_ENCFF571LUM_IDR_thresholded_peaks_GRCh38.bed.gz(1006KB), GSE173013_ENCFF614WKT_replicated_peaks_GRCh38.bed.gz(3MB), GSE173013_ENCFF706PMY_conservative_IDR_thresholded_peaks_GRCh38.bed.gz(1MB), GSE173013_ENCFF806HBZ_IDR_thresholded_peaks_GRCh38.bigBed(3MB), GSE173013_ENCFF862ZFD_conservative_IDR_thresholded_peaks_GRCh38.bigBed(3MB), GSE173013_RAW.tar(362MB)|epigenetics|ATAC-seq from K562 (ENCSR442DWQ)|human cell line usage terms conditions please refer http www genome gov/27528022 gov/Pages/Research/ENCODE/ENCODE_Data_Use_Policy_for_External_Users_03-07-14 pdf|
GSE173011|atac_seq|Homo sapiens|1|GSE173011_RAW.tar(796MB)|epigenetics|ATAC-seq from GM18499 (ENCSR700HPA)|usage terms conditions please refer http www genome gov/27528022 gov/Pages/Research/ENCODE/ENCODE_Data_Use_Policy_for_External_Users_03-07-14 pdf|
GSE173009|atac_seq|Homo sapiens|2|GSE173009_ENCFF143NFD_IDR_ranked_peaks_GRCh38.bed.gz(5MB), GSE173009_ENCFF194ONV_replicated_peaks_GRCh38.bigBed(5MB), GSE173009_ENCFF203DOG_IDR_thresholded_peaks_GRCh38.bigBed(2MB), GSE173009_ENCFF381HTO_signal_p-value_GRCh38.bigWig(117MB), GSE173009_ENCFF432FLV_IDR_thresholded_peaks_GRCh38.bed.gz(683KB), GSE173009_ENCFF527ASE_pseudoreplicated_peaks_GRCh38.bed.gz(2MB), GSE173009_ENCFF754GEP_fold_change_over_control_GRCh38.bigWig(113MB), GSE173009_ENCFF754LMK_IDR_ranked_peaks_GRCh38.bed.gz(4MB), GSE173009_ENCFF773KAP_pseudoreplicated_peaks_GRCh38.bigBed(6MB), GSE173009_ENCFF787XVD_conservative_IDR_thresholded_peaks_GRCh38.bed.gz(602KB), GSE173009_ENCFF827OUJ_conservative_IDR_thresholded_peaks_GRCh38.bigBed(2MB), GSE173009_ENCFF866TBC_replicated_peaks_GRCh38.bed.gz(2MB), GSE173009_RAW.tar(254MB)|epigenetics|ATAC-seq from K562 (ENCSR214SFA)|human cell line usage terms conditions please refer http www genome gov/27528022 gov/Pages/Research/ENCODE/ENCODE_Data_Use_Policy_for_External_Users_03-07-14 pdf|
GSE173006|atac_seq|Homo sapiens|2|GSE173006_ENCFF118FGI_conservative_IDR_thresholded_peaks_GRCh38.bed.gz(924KB), GSE173006_ENCFF139RFI_IDR_thresholded_peaks_GRCh38.bed.gz(1008KB), GSE173006_ENCFF152WNG_IDR_ranked_peaks_GRCh38.bed.gz(5MB), GSE173006_ENCFF184MUO_pseudoreplicated_peaks_GRCh38.bigBed(6MB), GSE173006_ENCFF216XBV_replicated_peaks_GRCh38.bigBed(6MB), GSE173006_ENCFF281ZCC_conservative_IDR_thresholded_peaks_GRCh38.bigBed(3MB), GSE173006_ENCFF324BUD_signal_p-value_GRCh38.bigWig(143MB), GSE173006_ENCFF437ATR_IDR_ranked_peaks_GRCh38.bed.gz(5MB), GSE173006_ENCFF477ATH_fold_change_over_control_GRCh38.bigWig(176MB), GSE173006_ENCFF652OWG_replicated_peaks_GRCh38.bed.gz(3MB), GSE173006_ENCFF797KDM_pseudoreplicated_peaks_GRCh38.bed.gz(3MB), GSE173006_ENCFF934YJB_IDR_thresholded_peaks_GRCh38.bigBed(3MB), GSE173006_RAW.tar(373MB)|epigenetics|ATAC-seq from K562 (ENCSR214QZO)|human cell line usage terms conditions please refer http www genome gov/27528022 gov/Pages/Research/ENCODE/ENCODE_Data_Use_Policy_for_External_Users_03-07-14 pdf|
GSE173005|atac_seq|Homo sapiens|2|GSE173005_ENCFF065LZH_conservative_IDR_thresholded_peaks_GRCh38.bed.gz(845KB), GSE173005_ENCFF084YXR_replicated_peaks_GRCh38.bigBed(5MB), GSE173005_ENCFF144PRF_pseudoreplicated_peaks_GRCh38.bigBed(5MB), GSE173005_ENCFF280CID_IDR_ranked_peaks_GRCh38.bed.gz(4MB), GSE173005_ENCFF282BIU_pseudoreplicated_peaks_GRCh38.bed.gz(2MB), GSE173005_ENCFF573WHN_conservative_IDR_thresholded_peaks_GRCh38.bigBed(2MB), GSE173005_ENCFF587UKV_IDR_thresholded_peaks_GRCh38.bed.gz(837KB), GSE173005_ENCFF695ONK_IDR_ranked_peaks_GRCh38.bed.gz(4MB), GSE173005_ENCFF829ZCA_fold_change_over_control_GRCh38.bigWig(123MB), GSE173005_ENCFF849FSK_IDR_thresholded_peaks_GRCh38.bigBed(2MB), GSE173005_ENCFF864XDS_replicated_peaks_GRCh38.bed.gz(2MB), GSE173005_ENCFF937FVH_signal_p-value_GRCh38.bigWig(126MB), GSE173005_RAW.tar(280MB)|epigenetics|ATAC-seq from K562 (ENCSR962TDN)|human cell line usage terms conditions please refer http www genome gov/27528022 gov/Pages/Research/ENCODE/ENCODE_Data_Use_Policy_for_External_Users_03-07-14 pdf|
GSE173003|atac_seq|Homo sapiens|1|GSE173003_RAW.tar(1.3GB)|epigenetics|ATAC-seq from HG03108 (ENCSR962ITF)|usage terms conditions please refer http www genome gov/27528022 gov/Pages/Research/ENCODE/ENCODE_Data_Use_Policy_for_External_Users_03-07-14 pdf|
GSE173002|atac_seq|Homo sapiens|1|GSE173002_RAW.tar(1.3GB)|epigenetics|ATAC-seq from GM21619 (ENCSR214EIV)|usage terms conditions please refer http www genome gov/27528022 gov/Pages/Research/ENCODE/ENCODE_Data_Use_Policy_for_External_Users_03-07-14 pdf|
GSE173000|atac_seq|Homo sapiens|2|GSE173000_ENCFF092VDP_signal_p-value_GRCh38.bigWig(1.4GB), GSE173000_ENCFF264ERG_IDR_thresholded_peaks_GRCh38.bigBed(7MB), GSE173000_ENCFF465EHG_IDR_ranked_peaks_GRCh38.bed.gz(13MB), GSE173000_ENCFF490QPE_fold_change_over_control_GRCh38.bigWig(2.5GB), GSE173000_ENCFF492LVZ_pseudoreplicated_peaks_GRCh38.bigBed(12MB), GSE173000_ENCFF738ZVY_pseudoreplicated_peaks_GRCh38.bed.gz(6MB), GSE173000_ENCFF968YWL_IDR_thresholded_peaks_GRCh38.bed.gz(3MB), GSE173000_RAW.tar(10KB)|cardiovascular,epigenetics|ATAC-seq from heart right ventricle (ENCSR212LYK)|human usage terms conditions please refer http www genome gov/27528022 gov/Pages/Research/ENCODE/ENCODE_Data_Use_Policy_for_External_Users_03-07-14 pdf|
GSE172998|atac_seq|Mus musculus|2|GSE172998_ENCFF009XVH_replicated_peaks_mm10.bigBed(6MB), GSE172998_ENCFF118IIU_signal_p-value_mm10.bigWig(625MB), GSE172998_ENCFF194UXB_IDR_ranked_peaks_mm10.bed.gz(6MB), GSE172998_ENCFF336CCP_IDR_thresholded_peaks_mm10.bed.gz(2MB), GSE172998_ENCFF464CGI_pseudoreplicated_peaks_mm10.bed.gz(3MB), GSE172998_ENCFF468MZJ_conservative_IDR_thresholded_peaks_mm10.bed.gz(2MB), GSE172998_ENCFF538GWI_IDR_thresholded_peaks_mm10.bigBed(3MB), GSE172998_ENCFF649RTL_IDR_ranked_peaks_mm10.bed.gz(6MB), GSE172998_ENCFF743VHF_conservative_IDR_thresholded_peaks_mm10.bigBed(3MB), GSE172998_ENCFF762WBC_fold_change_over_control_mm10.bigWig(1017MB), GSE172998_ENCFF896GTB_pseudoreplicated_peaks_mm10.bigBed(6MB), GSE172998_ENCFF990XSC_replicated_peaks_mm10.bed.gz(3MB), GSE172998_RAW.tar(1.9GB)|neuroscience,development,epigenetics|ATAC-seq from neural tube (ENCSR690VOH)|embryonic e12 mouse usage terms conditions please refer http www genome gov/27528022 gov/Pages/Research/ENCODE/ENCODE_Data_Use_Policy_for_External_Users_03-07-14 pdf|
GSE172997|atac_seq|Mus musculus|2|GSE172997_ENCFF139QTL_pseudoreplicated_peaks_mm10.bigBed(9MB), GSE172997_ENCFF233HWA_conservative_IDR_thresholded_peaks_mm10.bigBed(4MB), GSE172997_ENCFF252CFJ_pseudoreplicated_peaks_mm10.bed.gz(4MB), GSE172997_ENCFF264VQZ_IDR_thresholded_peaks_mm10.bigBed(5MB), GSE172997_ENCFF297RDB_signal_p-value_mm10.bigWig(1.0GB), GSE172997_ENCFF357JFJ_fold_change_over_control_mm10.bigWig(1.5GB), GSE172997_ENCFF432GMW_replicated_peaks_mm10.bigBed(9MB), GSE172997_ENCFF582LFW_IDR_thresholded_peaks_mm10.bed.gz(2MB), GSE172997_ENCFF621RML_IDR_ranked_peaks_mm10.bed.gz(9MB), GSE172997_ENCFF734JLT_IDR_ranked_peaks_mm10.bed.gz(9MB), GSE172997_ENCFF869POQ_conservative_IDR_thresholded_peaks_mm10.bed.gz(2MB), GSE172997_ENCFF960BLX_replicated_peaks_mm10.bed.gz(4MB), GSE172997_RAW.tar(6.3GB)|development,epigenetics,gut_intestine|ATAC-seq from intestine (ENCSR961SMM)|embryonic e15 mouse usage terms conditions please refer http www genome gov/27528022 gov/Pages/Research/ENCODE/ENCODE_Data_Use_Policy_for_External_Users_03-07-14 pdf|
GSE172993|atac_seq|Mus musculus|2|GSE172993_ENCFF054PTE_IDR_thresholded_peaks_mm10.bigBed(2MB), GSE172993_ENCFF061DGJ_fold_change_over_control_mm10.bigWig(1.3GB), GSE172993_ENCFF071YFF_conservative_IDR_thresholded_peaks_mm10.bed.gz(1MB), GSE172993_ENCFF330GOY_signal_p-value_mm10.bigWig(1.0GB), GSE172993_ENCFF337NQL_replicated_peaks_mm10.bigBed(5MB), GSE172993_ENCFF363FJW_replicated_peaks_mm10.bed.gz(2MB), GSE172993_ENCFF405HZF_pseudoreplicated_peaks_mm10.bed.gz(2MB), GSE172993_ENCFF687MKN_IDR_thresholded_peaks_mm10.bed.gz(1MB), GSE172993_ENCFF721MXB_IDR_ranked_peaks_mm10.bed.gz(5MB), GSE172993_ENCFF750OEN_pseudoreplicated_peaks_mm10.bigBed(5MB), GSE172993_ENCFF760VDA_IDR_ranked_peaks_mm10.bed.gz(5MB), GSE172993_ENCFF904YGZ_conservative_IDR_thresholded_peaks_mm10.bigBed(2MB), GSE172993_RAW.tar(2.5GB)|neuroscience,development,epigenetics|ATAC-seq from midbrain (ENCSR211OCS)|postnatal mouse usage terms conditions please refer http www genome gov/27528022 gov/Pages/Research/ENCODE/ENCODE_Data_Use_Policy_for_External_Users_03-07-14 pdf|
GSE172992|atac_seq|Mus musculus|2|GSE172992_ENCFF142ZIU_replicated_peaks_mm10.bed.gz(4MB), GSE172992_ENCFF185VMF_conservative_IDR_thresholded_peaks_mm10.bigBed(2MB), GSE172992_ENCFF315LKF_replicated_peaks_mm10.bigBed(9MB), GSE172992_ENCFF370ZBZ_IDR_thresholded_peaks_mm10.bigBed(2MB), GSE172992_ENCFF390MFE_signal_p-value_mm10.bigWig(277MB), GSE172992_ENCFF446ZIZ_conservative_IDR_thresholded_peaks_mm10.bed.gz(646KB), GSE172992_ENCFF506GRR_pseudoreplicated_peaks_mm10.bigBed(3MB), GSE172992_ENCFF531NYY_pseudoreplicated_peaks_mm10.bed.gz(1MB), GSE172992_ENCFF546VXW_IDR_ranked_peaks_mm10.bed.gz(3MB), GSE172992_ENCFF564VCY_IDR_ranked_peaks_mm10.bed.gz(3MB), GSE172992_ENCFF595ULK_replicated_peaks_mm10.bigBed(3MB), GSE172992_ENCFF718XPN_fold_change_over_control_mm10.bigWig(320MB), GSE172992_ENCFF880DUF_replicated_peaks_mm10.bed.gz(1MB), GSE172992_ENCFF906IFY_IDR_thresholded_peaks_mm10.bed.gz(664KB), GSE172992_RAW.tar(1.1GB)|epigenetics|ATAC-seq from G1E-ER4 (ENCSR428BSK)|PSU mouse 000 cells usage terms conditions please refer http www genome gov/27528022 gov/Pages/Research/ENCODE/ENCODE_Data_Use_Policy_for_External_Users_03-07-14 pdf|
GSE172991|atac_seq|Homo sapiens|1|GSE172991_RAW.tar(3.1GB)|epigenetics|ATAC-seq from gastrocnemius medialis (ENCSR689SDA)|human usage terms conditions please refer http www genome gov/27528022 gov/Pages/Research/ENCODE/ENCODE_Data_Use_Policy_for_External_Users_03-07-14 pdf|
GSE172990|atac_seq|Homo sapiens|1|GSE172990_RAW.tar(2.1GB)|epigenetics|ATAC-seq from GM19324 (ENCSR425WQW)|usage terms conditions please refer http www genome gov/27528022 gov/Pages/Research/ENCODE/ENCODE_Data_Use_Policy_for_External_Users_03-07-14 pdf|
GSE172988|atac_seq|Homo sapiens|1|GSE172988_RAW.tar(3.7GB)|epigenetics,reproduction|ATAC-seq from testis (ENCSR210NKB)|human usage terms conditions please refer http www genome gov/27528022 gov/Pages/Research/ENCODE/ENCODE_Data_Use_Policy_for_External_Users_03-07-14 pdf|
GSE172986|atac_seq|Homo sapiens|1|GSE172986_RAW.tar(1.8GB)|epigenetics|ATAC-seq from GM21515 (ENCSR960KGO)|usage terms conditions please refer http www genome gov/27528022 gov/Pages/Research/ENCODE/ENCODE_Data_Use_Policy_for_External_Users_03-07-14 pdf|
GSE172982|atac_seq|Homo sapiens|1|GSE172982_RAW.tar(1.1GB)|epigenetics|ATAC-seq from GM21447 (ENCSR424KQH)|usage terms conditions please refer http www genome gov/27528022 gov/Pages/Research/ENCODE/ENCODE_Data_Use_Policy_for_External_Users_03-07-14 pdf|
GSE172981|atac_seq|Homo sapiens|1|GSE172981_RAW.tar(5.1GB)|epigenetics|ATAC-seq from breast epithelium (ENCSR955JSO)|human mammary gland usage terms conditions please refer http www genome gov/27528022 gov/Pages/Research/ENCODE/ENCODE_Data_Use_Policy_for_External_Users_03-07-14 pdf|
GSE172979|atac_seq|Homo sapiens|1|GSE172979_RAW.tar(1.9GB)|epigenetics|ATAC-seq from GM21717 (ENCSR422RPD)|usage terms conditions please refer http www genome gov/27528022 gov/Pages/Research/ENCODE/ENCODE_Data_Use_Policy_for_External_Users_03-07-14 pdf|
GSE172978|atac_seq|Homo sapiens|2|GSE172978_ENCFF019MIH_replicated_peaks_GRCh38.bigBed(5MB), GSE172978_ENCFF083ZMR_IDR_ranked_peaks_GRCh38.bed.gz(4MB), GSE172978_ENCFF188RYP_IDR_ranked_peaks_GRCh38.bed.gz(4MB), GSE172978_ENCFF193GTQ_IDR_thresholded_peaks_GRCh38.bed.gz(694KB), GSE172978_ENCFF266JHF_pseudoreplicated_peaks_GRCh38.bigBed(5MB), GSE172978_ENCFF299YKJ_signal_p-value_GRCh38.bigWig(88MB), GSE172978_ENCFF344PIT_pseudoreplicated_peaks_GRCh38.bed.gz(2MB), GSE172978_ENCFF380VAJ_replicated_peaks_GRCh38.bed.gz(2MB), GSE172978_ENCFF631NXI_conservative_IDR_thresholded_peaks_GRCh38.bigBed(2MB), GSE172978_ENCFF642SVV_fold_change_over_control_GRCh38.bigWig(94MB), GSE172978_ENCFF830JKD_IDR_thresholded_peaks_GRCh38.bigBed(2MB), GSE172978_ENCFF923GVW_conservative_IDR_thresholded_peaks_GRCh38.bed.gz(689KB), GSE172978_RAW.tar(245MB)|epigenetics|ATAC-seq from K562 (ENCSR685YMG)|human cell line usage terms conditions please refer http www genome gov/27528022 gov/Pages/Research/ENCODE/ENCODE_Data_Use_Policy_for_External_Users_03-07-14 pdf|
GSE172977|atac_seq|Homo sapiens|1|GSE172977_RAW.tar(1.5GB)|epigenetics|ATAC-seq from HG02981 (ENCSR208HAP)|usage terms conditions please refer http www genome gov/27528022 gov/Pages/Research/ENCODE/ENCODE_Data_Use_Policy_for_External_Users_03-07-14 pdf|
GSE172976|atac_seq|Homo sapiens|1|GSE172976_RAW.tar(1.4GB)|epigenetics|ATAC-seq from HG02870 (ENCSR420RVW)|usage terms conditions please refer http www genome gov/27528022 gov/Pages/Research/ENCODE/ENCODE_Data_Use_Policy_for_External_Users_03-07-14 pdf|
GSE172975|atac_seq|Homo sapiens|1|GSE172975_RAW.tar(1.6GB)|epigenetics|ATAC-seq from GM18870 (ENCSR684KUG)|usage terms conditions please refer http www genome gov/27528022 gov/Pages/Research/ENCODE/ENCODE_Data_Use_Policy_for_External_Users_03-07-14 pdf|
GSE172973|atac_seq|Homo sapiens|2|GSE172973_ENCFF036VYN_IDR_thresholded_peaks_GRCh38.bigBed(2MB), GSE172973_ENCFF045RBM_signal_p-value_GRCh38.bigWig(109MB), GSE172973_ENCFF100HTV_pseudoreplicated_peaks_GRCh38.bed.gz(2MB), GSE172973_ENCFF178FQS_replicated_peaks_GRCh38.bigBed(5MB), GSE172973_ENCFF311MBN_replicated_peaks_GRCh38.bed.gz(2MB), GSE172973_ENCFF321FJV_conservative_IDR_thresholded_peaks_GRCh38.bed.gz(661KB), GSE172973_ENCFF481NDB_IDR_ranked_peaks_GRCh38.bed.gz(4MB), GSE172973_ENCFF534ZTN_pseudoreplicated_peaks_GRCh38.bigBed(5MB), GSE172973_ENCFF600QCN_fold_change_over_control_GRCh38.bigWig(105MB), GSE172973_ENCFF670DXH_IDR_ranked_peaks_GRCh38.bed.gz(4MB), GSE172973_ENCFF730IBL_conservative_IDR_thresholded_peaks_GRCh38.bigBed(2MB), GSE172973_ENCFF973ZSJ_IDR_thresholded_peaks_GRCh38.bed.gz(691KB), GSE172973_RAW.tar(256MB)|epigenetics|ATAC-seq from K562 (ENCSR420NIU)|human cell line usage terms conditions please refer http www genome gov/27528022 gov/Pages/Research/ENCODE/ENCODE_Data_Use_Policy_for_External_Users_03-07-14 pdf|
GSE172971|atac_seq|Homo sapiens|2|GSE172971_ENCFF028VOY_replicated_peaks_GRCh38.bigBed(6MB), GSE172971_ENCFF209ATV_IDR_ranked_peaks_GRCh38.bed.gz(5MB), GSE172971_ENCFF210AIT_fold_change_over_control_GRCh38.bigWig(139MB), GSE172971_ENCFF392DVU_pseudoreplicated_peaks_GRCh38.bed.gz(3MB), GSE172971_ENCFF407CHH_conservative_IDR_thresholded_peaks_GRCh38.bed.gz(903KB), GSE172971_ENCFF551GKB_signal_p-value_GRCh38.bigWig(142MB), GSE172971_ENCFF551UYC_IDR_thresholded_peaks_GRCh38.bigBed(3MB), GSE172971_ENCFF621XBW_pseudoreplicated_peaks_GRCh38.bigBed(6MB), GSE172971_ENCFF813BTA_replicated_peaks_GRCh38.bed.gz(3MB), GSE172971_ENCFF824DOL_IDR_thresholded_peaks_GRCh38.bed.gz(909KB), GSE172971_ENCFF912PUA_conservative_IDR_thresholded_peaks_GRCh38.bigBed(3MB), GSE172971_ENCFF991OFC_IDR_ranked_peaks_GRCh38.bed.gz(5MB), GSE172971_RAW.tar(298MB)|epigenetics|ATAC-seq from K562 (ENCSR680XOP)|human cell line usage terms conditions please refer http www genome gov/27528022 gov/Pages/Research/ENCODE/ENCODE_Data_Use_Policy_for_External_Users_03-07-14 pdf|
GSE172970|atac_seq|Homo sapiens|1|GSE172970_RAW.tar(923MB)|epigenetics|ATAC-seq from GM19025 (ENCSR419UYY)|usage terms conditions please refer http www genome gov/27528022 gov/Pages/Research/ENCODE/ENCODE_Data_Use_Policy_for_External_Users_03-07-14 pdf|
GSE172969|atac_seq|Mus musculus|2|GSE172969_ENCFF069VZC_fold_change_over_control_mm10.bigWig(1010MB), GSE172969_ENCFF131DPO_replicated_peaks_mm10.bed.gz(2MB), GSE172969_ENCFF139KTX_pseudoreplicated_peaks_mm10.bigBed(4MB), GSE172969_ENCFF203VFD_IDR_thresholded_peaks_mm10.bigBed(2MB), GSE172969_ENCFF251NVF_IDR_ranked_peaks_mm10.bed.gz(3MB), GSE172969_ENCFF304ZQK_replicated_peaks_mm10.bigBed(4MB), GSE172969_ENCFF467WCI_pseudoreplicated_peaks_mm10.bed.gz(2MB), GSE172969_ENCFF684IEP_conservative_IDR_thresholded_peaks_mm10.bed.gz(695KB), GSE172969_ENCFF821WNC_IDR_thresholded_peaks_mm10.bed.gz(715KB), GSE172969_ENCFF830WES_conservative_IDR_thresholded_peaks_mm10.bigBed(2MB), GSE172969_ENCFF910JQH_IDR_ranked_peaks_mm10.bed.gz(3MB), GSE172969_ENCFF976BNK_signal_p-value_mm10.bigWig(635MB), GSE172969_RAW.tar(2.0GB)|development,epigenetics|ATAC-seq from limb (ENCSR204ZTY)|embryonic e15 mouse usage terms conditions please refer http www genome gov/27528022 gov/Pages/Research/ENCODE/ENCODE_Data_Use_Policy_for_External_Users_03-07-14 pdf|
GSE172966|atac_seq|Homo sapiens|1|GSE172966_RAW.tar(1.4GB)|epigenetics|ATAC-seq from GM21529 (ENCSR954BDA)|usage terms conditions please refer http www genome gov/27528022 gov/Pages/Research/ENCODE/ENCODE_Data_Use_Policy_for_External_Users_03-07-14 pdf|
GSE172964|atac_seq|Homo sapiens|8|GSE172964_ENCFF043NBD_IDR_thresholded_peaks_GRCh38.bigBed(8MB), GSE172964_ENCFF076FEG_signal_p-value_GRCh38.bigWig(1.6GB), GSE172964_ENCFF171RTG_conservative_IDR_thresholded_peaks_GRCh38.bigBed(9MB), GSE172964_ENCFF268WMZ_signal_p-value_GRCh38.bigWig(956MB), GSE172964_ENCFF330PVY_fold_change_over_control_GRCh38.bigWig(2.0GB), GSE172964_ENCFF367TUM_IDR_thresholded_peaks_GRCh38.bed.gz(4MB), GSE172964_ENCFF454JYR_pseudoreplicated_peaks_GRCh38.bed.gz(6MB), GSE172964_ENCFF538UHW_IDR_thresholded_peaks_GRCh38.bed.gz(3MB), GSE172964_ENCFF544JHT_conservative_IDR_thresholded_peaks_GRCh38.bed.gz(4MB), GSE172964_ENCFF548LMF_fold_change_over_control_GRCh38.bigWig(2.6GB), GSE172964_ENCFF583DEK_replicated_peaks_GRCh38.bigBed(14MB), GSE172964_ENCFF588LVS_pseudoreplicated_peaks_GRCh38.bigBed(13MB), GSE172964_ENCFF593UPA_replicated_peaks_GRCh38.bed.gz(6MB), GSE172964_ENCFF619XXQ_fold_change_over_control_GRCh38.bigWig(1.2GB), GSE172964_ENCFF689NSQ_IDR_ranked_peaks_GRCh38.bed.gz(13MB), GSE172964_ENCFF693PTW_pseudoreplicated_peaks_GRCh38.bed.gz(6MB), GSE172964_ENCFF740JOB_IDR_thresholded_peaks_GRCh38.bigBed(9MB), GSE172964_ENCFF754RNS_pseudoreplicated_peaks_GRCh38.bigBed(14MB), GSE172964_ENCFF767PNV_IDR_thresholded_peaks_GRCh38.bigBed(8MB), GSE172964_ENCFF768MAA_IDR_ranked_peaks_GRCh38.bed.gz(13MB), GSE172964_ENCFF814HZR_signal_p-value_GRCh38.bigWig(1.7GB), GSE172964_ENCFF866LYK_pseudoreplicated_peaks_GRCh38.bigBed(14MB), GSE172964_ENCFF871SMH_pseudoreplicated_peaks_GRCh38.bed.gz(6MB), GSE172964_ENCFF926VPI_IDR_ranked_peaks_GRCh38.bed.gz(13MB), GSE172964_ENCFF927ULP_IDR_thresholded_peaks_GRCh38.bed.gz(3MB), GSE172964_ENCFF999PCF_IDR_ranked_peaks_GRCh38.bed.gz(12MB), GSE172964_RAW.tar(30KB)|development,epigenetics,skin|ATAC-seq from foreskin keratinocyte (ENCSR677MJF)|primary keratinocytes day differentiation usage terms conditions please refer http www genome gov/27528022 gov/Pages/Research/ENCODE/ENCODE_Data_Use_Policy_for_External_Users_03-07-14 pdf|
GSE172963|atac_seq|Homo sapiens|1|GSE172963_RAW.tar(1.0GB)|epigenetics,kidney|ATAC-seq from adrenal gland (ENCSR414DVK)|human usage terms conditions please refer http www genome gov/27528022 gov/Pages/Research/ENCODE/ENCODE_Data_Use_Policy_for_External_Users_03-07-14 pdf|
GSE172962|atac_seq|Homo sapiens|1|GSE172962_RAW.tar(956MB)|epigenetics|ATAC-seq from GM19043 (ENCSR409YCK)|usage terms conditions please refer http www genome gov/27528022 gov/Pages/Research/ENCODE/ENCODE_Data_Use_Policy_for_External_Users_03-07-14 pdf|
GSE172960|atac_seq|Homo sapiens|2|GSE172960_ENCFF023YSR_replicated_peaks_GRCh38.bigBed(6MB), GSE172960_ENCFF181KMW_IDR_thresholded_peaks_GRCh38.bed.gz(945KB), GSE172960_ENCFF245UZW_fold_change_over_control_GRCh38.bigWig(189MB), GSE172960_ENCFF308OTJ_pseudoreplicated_peaks_GRCh38.bigBed(6MB), GSE172960_ENCFF309YUB_conservative_IDR_thresholded_peaks_GRCh38.bigBed(3MB), GSE172960_ENCFF377RZG_IDR_ranked_peaks_GRCh38.bed.gz(5MB), GSE172960_ENCFF421WDF_IDR_ranked_peaks_GRCh38.bed.gz(5MB), GSE172960_ENCFF473NFT_replicated_peaks_GRCh38.bed.gz(3MB), GSE172960_ENCFF553FUJ_conservative_IDR_thresholded_peaks_GRCh38.bed.gz(926KB), GSE172960_ENCFF637YWY_pseudoreplicated_peaks_GRCh38.bed.gz(3MB), GSE172960_ENCFF702KFL_signal_p-value_GRCh38.bigWig(208MB), GSE172960_ENCFF988QPO_IDR_thresholded_peaks_GRCh38.bigBed(3MB), GSE172960_RAW.tar(429MB)|epigenetics|ATAC-seq from K562 (ENCSR199HSR)|human cell line usage terms conditions please refer http www genome gov/27528022 gov/Pages/Research/ENCODE/ENCODE_Data_Use_Policy_for_External_Users_03-07-14 pdf|
GSE172959|atac_seq|Homo sapiens|1|GSE172959_RAW.tar(1.7GB)|epigenetics|ATAC-seq from GM21526 (ENCSR408IVU)|usage terms conditions please refer http www genome gov/27528022 gov/Pages/Research/ENCODE/ENCODE_Data_Use_Policy_for_External_Users_03-07-14 pdf|
